Year,ISO_Code,Countries,Economic.Freedom.Summary.Index,Size.of.Government,Legal.System...Property.Rights,Sound.Money,Freedom.to.trade.internationally,Regulation
1985,FJI,Fiji,5.97,5.22,NA,6.67,6.04,5.96
1985,FRA,France,6.03,3.13,7.25,6.69,6.77,6.32
1985,GAB,Gabon,5.4,5.93,4.46,6.2,4.9,5.49
1985,GBR,United Kingdom,7.71,4.61,6.65,9.35,9.68,8.25
1985,GEO,Georgia,NA,NA,NA,NA,NA,NA
1985,GHA,Ghana,3.16,5.4,2.69,2.38,0.67,4.67
1985,GIN,Guinea,NA,NA,NA,NA,NA,NA
1985,GMB,"Gambia, The",NA,NA,NA,NA,NA,NA
1985,GNB,Guinea-Bissau,NA,NA,1.99,1.96,3.01,NA
1985,GRC,Greece,5.1,3.74,5.61,6.96,5.34,3.87
1985,GTM,Guatemala,5.05,7.07,1.99,8.02,2.5,5.67
1985,GUY,Guyana,3.29,3.48,2.11,5.24,2.34,NA
1985,HKG,Hong Kong,8.34,8.89,6.31,9.33,9.93,7.25
1985,HND,Honduras,5.77,5.48,3.05,9.51,NA,5.06
1985,HRV,Croatia,NA,NA,NA,NA,NA,NA
1985,HTI,Haiti,5.01,6.14,2.93,8.92,2.06,NA
1985,HUN,Hungary,4.48,2.92,6.78,6.82,2.51,3.37
1985,IDN,Indonesia,5.94,6.35,4.46,9.27,5.42,4.18
1985,IND,India,4.83,4.5,4.92,6.61,2.4,5.7
1985,IRL,Ireland,6.53,4.26,6.65,6.65,7.55,7.52
1985,IRN,Iran,3.83,4.33,2.26,8.1,1.07,3.38
1985,ISL,Iceland,5.42,5.35,7.88,2.84,5.53,5.51
1985,ISR,Israel,4.07,2.74,6.78,1.25,6.22,3.34
1985,ITA,Italy,5.78,2.96,6.78,6.29,8.05,4.85
1985,JAM,Jamaica,5.09,6.91,3.52,4.1,5.31,5.62
1985,JOR,Jordan,5.65,4.6,3.52,7.74,6.0,6.42
1985,JPN,Japan,7.55,5.95,7.25,8.54,8.02,7.97
1985,KAZ,Kazakhstan,NA,NA,NA,NA,NA,NA
1985,KEN,Kenya,5.34,3.94,5.25,6.84,4.4,6.26
1985,KGZ,Kyrgyz Republic,NA,NA,NA,NA,NA,NA
1985,KHM,Cambodia,NA,NA,NA,NA,NA,NA
1985,KOR,"Korea, South",5.58,6.24,4.16,6.41,5.43,5.65
1985,KWT,Kuwait,5.7,1.19,5.85,8.92,7.07,5.49
1985,LAO,Laos,NA,NA,NA,NA,NA,NA
1985,LBN,Lebanon,NA,NA,NA,NA,NA,NA
1985,LBR,Liberia,NA,NA,NA,NA,NA,NA
1985,LBY,Libya,NA,NA,NA,NA,NA,NA
1985,LKA,Sri Lanka,4.71,4.29,3.4,6.29,3.19,6.36
1985,LSO,Lesotho,NA,NA,NA,NA,NA,NA
1985,LTU,Lithuania,NA,NA,NA,NA,NA,NA
1985,LUX,Luxembourg,8.39,7.39,8.35,9.58,9.74,6.9
1985,LVA,Latvia,NA,NA,NA,NA,NA,NA
1985,MAR,Morocco,5.22,5.23,3.99,6.81,5.37,4.7
1985,MDA,Moldova,NA,NA,NA,NA,NA,NA
1985,MDG,Madagascar,4.4,4.43,4.32,5.99,3.0,4.28
1985,MEX,Mexico,4.67,6.19,5.38,3.67,4.38,3.74
1985,MKD,Macedonia,NA,NA,NA,NA,NA,NA
1985,MLI,Mali,4.97,5.81,3.05,6.39,4.88,4.7
1985,MLT,Malta,5.34,4.67,3.52,7.01,5.87,5.64
1985,MMR,Myanmar,3.56,NA,3.99,7.31,0.0,2.93
1985,MNE,Montenegro,NA,NA,NA,NA,NA,NA
1985,MNG,Mongolia,NA,NA,NA,NA,NA,NA
1985,MOZ,Mozambique,NA,NA,NA,NA,NA,NA
1985,MRT,Mauritania,NA,NA,NA,NA,NA,NA
1985,MUS,Mauritius,6.38,6.79,6.31,6.81,5.04,6.93
1985,MWI,Malawi,4.93,4.58,3.99,6.55,3.8,5.74
1985,MYS,Malaysia,6.82,5.56,6.31,8.38,7.25,6.6
1985,NAM,Namibia,NA,0.65,NA,4.0,NA,NA
1985,NER,Niger,4.85,4.28,4.78,6.53,4.49,4.19
1985,NGA,Nigeria,4.19,5.5,2.46,6.32,1.53,5.16
1985,NIC,Nicaragua,2.0,3.36,2.59,0.0,0.84,3.21
1985,NLD,Netherlands,7.34,4.28,8.35,9.44,9.04,5.6
1985,NOR,Norway,6.39,3.25,8.11,6.45,8.11,6.01
1985,NPL,Nepal,5.27,5.29,NA,6.28,4.32,5.18
1985,NZL,New Zealand,6.29,3.54,7.88,6.17,7.31,6.57
1985,OMN,Oman,6.87,4.82,5.85,9.45,7.08,7.14
1985,PAK,Pakistan,4.91,4.73,3.52,6.78,3.77,5.74
1985,PAN,Panama,6.71,5.0,3.52,9.68,8.42,6.95
1985,PER,Peru,2.47,5.42,2.23,0.0,1.3,3.39
1985,PHL,Philippines,4.97,6.75,2.46,4.59,5.26,5.81
1985,PNG,Pap. New Guinea,6.02,5.86,5.72,6.57,5.51,6.46
1985,POL,Poland,3.7,4.21,4.78,4.43,1.92,3.13
1985,PRT,Portugal,5.46,3.86,6.08,5.61,6.93,4.81
1985,PRY,Paraguay,5.58,7.75,3.99,7.48,3.09,NA
1985,QAT,Qatar,NA,NA,NA,NA,NA,NA
1985,ROU,Romania,5.58,8.92,3.99,6.95,NA,2.47
1985,RUS,Russia,NA,1.54,NA,6.52,NA,2.47
1985,RWA,Rwanda,NA,4.08,NA,6.76,NA,5.72
1985,SAU,Saudi Arabia,NA,NA,NA,NA,NA,NA
1985,SEN,Senegal,5.03,5.32,3.99,6.76,4.38,4.68
1985,SGP,Singapore,7.65,6.59,7.25,8.29,9.96,6.19
1985,SLE,Sierra Leone,3.76,7.71,5.25,0.42,1.15,4.29
1985,SLV,El Salvador,4.34,6.41,1.99,5.48,2.42,5.38
1985,SRB,Serbia,NA,NA,NA,NA,NA,NA
1985,SUR,Suriname,NA,NA,NA,NA,NA,NA
1985,SVK,Slovak Rep,NA,NA,NA,NA,NA,NA
1985,SVN,Slovenia,NA,NA,NA,NA,NA,NA
1985,SWE,Sweden,6.45,2.61,7.41,8.1,8.1,6.03
1985,SWZ,Swaziland,NA,NA,NA,NA,NA,NA
1985,SYC,Seychelles,NA,NA,NA,NA,NA,NA
1985,SYR,Syria,3.14,1.95,3.05,6.1,1.81,2.8
1985,TCD,Chad,4.56,4.3,4.25,5.55,NA,4.15
1985,TGO,Togo,5.27,5.69,4.22,6.75,4.69,4.97
1985,THA,Thailand,5.94,5.58,5.85,7.02,5.37,5.88
1985,TJK,Tajikistan,NA,NA,NA,NA,NA,NA
1985,TLS,Timor-Leste,NA,NA,NA,NA,NA,NA
1985,TTO,Trinidad & Tob.,4.87,3.79,4.78,6.16,2.87,6.77
1985,TUN,Tunisia,4.49,3.86,3.52,6.5,3.59,4.96
1985,TUR,Turkey,4.78,4.93,5.85,2.68,5.25,5.21
1985,TWN,Taiwan,6.6,4.91,7.25,9.33,6.51,5.02
1985,TZA,Tanzania,3.87,3.79,5.85,4.92,1.57,3.21
1985,UGA,Uganda,2.82,3.73,2.93,0.0,2.71,4.7
1985,UKR,Ukraine,NA,NA,NA,NA,NA,NA
1985,URY,Uruguay,6.16,7.01,5.38,3.71,8.32,6.36
1985,USA,United States,8.26,6.05,8.35,9.36,8.92,8.6
1985,VEN,Venezuela,6.08,6.86,5.25,8.34,4.56,5.39
1985,VNM,Vietnam,NA,NA,NA,NA,NA,NA
1985,YEM,"Yemen, Rep.",NA,NA,NA,NA,NA,NA
1985,ZAF,South Africa,5.48,6.1,4.46,5.63,5.31,5.9
1985,ZMB,Zambia,3.55,3.15,3.99,3.33,2.93,4.37
1985,ZWE,Zimbabwe,4.74,5.48,3.05,6.31,3.35,5.49
1980,AGO,Angola,NA,NA,NA,NA,NA,NA
1980,ALB,Albania,NA,NA,NA,NA,NA,NA
1980,ARE,Unit. Arab Em.,6.09,5.19,2.06,7.93,10.0,5.28
1980,ARG,Argentina,4.3,6.1,4.2,2.5,4.62,4.09
1980,ARM,Armenia,NA,NA,NA,NA,NA,NA
1980,AUS,Australia,6.85,5.08,7.26,9.0,6.38,6.53
1980,AUT,Austria,6.45,3.14,8.04,8.4,6.87,5.79
1980,AZE,Azerbaijan,NA,NA,NA,NA,NA,NA
1980,BDI,Burundi,3.99,4.53,4.67,5.56,0.33,4.84
1980,BEL,Belgium,7.35,3.62,7.83,9.58,9.67,6.05
1980,BEN,Benin,4.98,4.67,4.67,6.23,4.18,5.15
1980,BFA,Burkina Faso,NA,NA,NA,NA,NA,NA
1980,BGD,Bangladesh,3.34,4.3,2.54,4.64,0.18,5.03
1980,BGR,Bulgaria,NA,NA,NA,NA,NA,NA
1980,BHR,Bahrain,7.39,7.26,NA,8.1,7.13,7.07
1980,BHS,Bahamas,6.28,8.45,NA,6.25,3.44,6.98
1980,BIH,Bosnia and Herzegovina,NA,NA,NA,NA,NA,NA
1980,BLZ,Belize,5.59,5.18,NA,6.18,4.13,6.87
1980,BOL,Bolivia,4.1,4.86,2.32,5.38,4.13,3.81
1980,BRA,Brazil,4.18,5.27,5.86,1.66,3.24,4.89
1980,BRB,Barbados,5.72,6.27,NA,5.06,5.11,6.45
1980,BRN,Brunei Darussalam,NA,NA,NA,NA,NA,NA
1980,BTN,Bhutan,NA,NA,NA,NA,NA,NA
1980,BWA,Botswana,5.34,3.62,NA,5.49,5.93,6.32
1980,CAF,Central Afr. Rep.,4.48,3.84,4.67,5.25,4.18,NA
1980,CAN,Canada,7.77,5.37,7.18,9.09,8.69,8.53
1980,CHE,Switzerland,7.99,6.78,8.13,9.59,9.58,5.85
1980,CHL,Chile,5.19,5.0,6.43,2.31,6.5,5.7
1980,CHN,China,3.64,2.63,NA,6.18,2.72,3.04
1980,CIV,Cote d'Ivoire,5.2,5.39,NA,5.0,4.19,6.21
1980,CMR,Cameroon,5.81,8.37,5.78,5.66,4.09,5.16
1980,COD,"Congo, Dem. R.",2.99,5.0,2.37,1.1,2.07,4.43
1980,COG,"Congo, Rep. Of",4.76,2.86,4.67,5.45,5.69,5.16
1980,COL,Colombia,4.59,5.35,3.98,4.86,3.62,5.16
1980,CPV,Cape Verde,NA,NA,NA,NA,NA,NA
1980,CRI,Costa Rica,5.52,5.72,5.21,8.04,1.74,6.9
1980,CYP,Cyprus,5.56,6.03,NA,5.69,5.39,5.15
1980,CZE,Czech Rep.,NA,NA,NA,NA,NA,NA
1980,DEU,Germany,7.18,4.34,7.7,9.43,8.98,5.45
1980,DNK,Denmark,6.24,3.06,7.18,6.68,7.85,6.44
1980,DOM,Dominican Rep.,5.66,5.71,5.78,7.34,2.69,6.76
1980,DZA,Algeria,3.97,4.32,3.77,5.23,2.55,NA
1980,ECU,Ecuador,5.77,5.45,5.86,8.15,4.87,4.52
1980,EGY,Egypt,4.38,3.95,2.76,7.7,3.03,4.46
1980,ESP,Spain,6.16,5.18,6.35,6.07,7.74,5.46
1980,EST,Estonia,NA,NA,NA,NA,NA,NA
1980,ETH,Ethiopia,NA,NA,NA,NA,NA,NA
1980,FIN,Finland,6.5,4.67,6.83,7.78,6.83,6.38
1980,FJI,Fiji,5.57,4.75,NA,6.02,5.84,5.65
1980,FRA,France,6.13,4.22,6.83,6.4,6.78,6.42
1980,GAB,Gabon,4.48,4.94,3.94,4.09,4.28,5.16
1980,GBR,United Kingdom,6.72,3.94,7.05,5.96,9.63,7.0
1980,GEO,Georgia,NA,NA,NA,NA,NA,NA
1980,GHA,Ghana,2.89,5.7,2.76,1.6,0.0,4.4
1980,GIN,Guinea,NA,NA,NA,NA,NA,NA
1980,GMB,"Gambia, The",NA,NA,NA,NA,NA,NA
1980,GNB,Guinea-Bissau,NA,NA,NA,5.43,NA,NA
1980,GRC,Greece,5.72,5.76,5.57,7.12,6.22,3.93
1980,GTM,Guatemala,6.33,7.72,2.54,8.95,5.47,6.95
1980,GUY,Guyana,NA,NA,2.23,5.82,2.93,NA
1980,HKG,Hong Kong,8.72,9.75,8.13,8.51,9.94,7.25
1980,HND,Honduras,5.47,6.43,2.76,8.76,3.22,6.2
1980,HRV,Croatia,NA,NA,NA,NA,NA,NA
1980,HTI,Haiti,5.38,8.27,2.23,7.7,3.31,NA
1980,HUN,Hungary,4.07,3.77,NA,6.48,2.22,3.82
1980,IDN,Indonesia,4.9,5.27,3.41,6.54,5.24,4.05
1980,IND,India,5.15,5.0,5.78,6.29,3.0,5.68
1980,IRL,Ireland,6.46,4.67,7.08,5.93,7.65,6.95
1980,IRN,Iran,3.61,4.56,1.76,6.9,0.98,3.86
1980,ISL,Iceland,5.15,5.12,6.83,2.62,5.69,5.5
1980,ISR,Israel,3.51,1.82,4.06,2.03,6.13,3.52
1980,ITA,Italy,5.58,4.1,5.7,5.55,8.0,4.57
1980,JAM,Jamaica,3.98,2.23,3.28,5.19,3.35,5.85
1980,JOR,Jordan,5.23,4.77,2.32,6.82,5.76,6.49
1980,JPN,Japan,7.37,5.8,7.91,8.28,6.92,7.92
1980,KAZ,Kazakhstan,NA,NA,NA,NA,NA,NA
1980,KEN,Kenya,4.84,3.79,4.2,6.17,3.98,6.06
1980,KGZ,Kyrgyz Republic,NA,NA,NA,NA,NA,NA
1980,KHM,Cambodia,NA,NA,NA,NA,NA,NA
1980,KOR,"Korea, South",5.53,5.97,6.52,5.29,4.8,5.05
1980,KWT,Kuwait,3.78,2.97,1.84,5.18,NA,5.13
1980,LAO,Laos,NA,NA,NA,NA,NA,NA
1980,LBN,Lebanon,NA,NA,NA,NA,NA,NA
1980,LBR,Liberia,NA,NA,NA,NA,NA,NA
1980,LBY,Libya,NA,NA,NA,NA,NA,NA
1980,LKA,Sri Lanka,4.54,4.2,3.98,5.47,3.39,5.67
1980,LSO,Lesotho,NA,NA,NA,NA,NA,NA
1980,LTU,Lithuania,NA,NA,NA,NA,NA,NA
1980,LUX,Luxembourg,8.05,6.77,7.83,9.05,9.7,6.9
1980,LVA,Latvia,NA,NA,NA,NA,NA,NA
1980,MAR,Morocco,4.42,4.63,2.24,6.26,4.41,4.55
1980,MDA,Moldova,NA,NA,NA,NA,NA,NA
1980,MDG,Madagascar,3.87,4.13,NA,5.82,1.34,4.2
1980,MEX,Mexico,5.19,5.69,6.29,7.7,1.3,4.97
1980,MKD,Macedonia,NA,NA,NA,NA,NA,NA
1980,MLI,Mali,5.92,8.84,4.23,6.04,4.74,5.73
1980,MLT,Malta,5.57,4.67,NA,6.5,5.44,5.68
1980,MMR,Myanmar,3.86,NA,5.35,6.9,0.18,3.03
1980,MNE,Montenegro,NA,NA,NA,NA,NA,NA
1980,MNG,Mongolia,NA,NA,NA,NA,NA,NA
1980,MOZ,Mozambique,NA,NA,NA,NA,NA,NA
1980,MRT,Mauritania,NA,NA,NA,NA,NA,NA
1980,MUS,Mauritius,4.9,5.63,NA,4.92,2.44,6.59
1980,MWI,Malawi,4.52,4.75,3.62,6.05,2.67,5.49
1980,MYS,Malaysia,6.76,4.84,6.59,9.05,7.12,6.18
1980,NAM,Namibia,NA,1.7,NA,NA,NA,NA
1980,NER,Niger,4.95,5.88,4.67,4.9,4.67,4.64
1980,NGA,Nigeria,3.46,2.19,3.06,5.91,1.3,4.82
1980,NIC,Nicaragua,3.52,5.03,2.58,5.78,0.7,NA
1980,NLD,Netherlands,7.29,4.34,7.48,9.43,9.0,6.21
1980,NOR,Norway,5.72,2.87,7.05,6.43,6.89,5.35
1980,NPL,Nepal,5.77,6.77,NA,6.1,4.97,5.24
1980,NZL,New Zealand,6.44,3.82,8.04,6.31,7.62,6.38
1980,OMN,Oman,NA,4.9,NA,5.4,NA,7.14
1980,PAK,Pakistan,4.3,5.03,2.54,6.39,2.2,5.35
1980,PAN,Panama,6.09,4.82,3.19,6.78,8.64,6.99
1980,PER,Peru,3.72,6.47,3.77,1.62,3.29,3.46
1980,PHL,Philippines,5.22,6.49,3.06,6.1,5.11,5.34
1980,PNG,Pap. New Guinea,NA,2.75,NA,6.06,NA,6.29
1980,POL,Poland,NA,5.1,NA,7.42,NA,3.1
1980,PRT,Portugal,5.62,3.63,8.0,5.61,6.73,4.1
1980,PRY,Paraguay,6.55,9.06,3.71,7.87,5.53,NA
1980,QAT,Qatar,NA,NA,NA,NA,NA,NA
1980,ROU,Romania,NA,7.85,NA,6.61,NA,2.64
1980,RUS,Russia,NA,1.66,NA,5.72,NA,2.47
1980,RWA,Rwanda,4.6,5.95,NA,6.45,0.38,5.62
1980,SAU,Saudi Arabia,NA,NA,NA,NA,NA,NA
1980,SEN,Senegal,5.01,6.36,3.41,6.36,4.0,4.91
1980,SGP,Singapore,7.42,6.98,8.13,6.51,9.28,6.18
1980,SLE,Sierra Leone,4.79,6.65,NA,6.02,1.0,5.49
1980,SLV,El Salvador,4.12,6.59,2.54,5.63,1.71,NA
1980,SRB,Serbia,NA,NA,NA,NA,NA,NA
1980,SUR,Suriname,NA,NA,NA,NA,NA,NA
1980,SVK,Slovak Rep,NA,NA,NA,NA,NA,NA
1980,SVN,Slovenia,NA,NA,NA,NA,NA,NA
1980,SWE,Sweden,5.66,1.63,6.61,7.56,6.67,5.85
1980,SWZ,Swaziland,NA,NA,NA,NA,NA,NA
1980,SYC,Seychelles,NA,NA,NA,NA,NA,NA
1980,SYR,Syria,3.77,3.84,1.76,8.18,2.3,2.75
1980,TCD,Chad,NA,NA,4.67,6.61,NA,NA
1980,TGO,Togo,3.99,1.6,3.33,5.53,3.78,5.7
1980,THA,Thailand,5.86,6.01,6.52,6.32,5.16,5.29
1980,TJK,Tajikistan,NA,NA,NA,NA,NA,NA
1980,TLS,Timor-Leste,NA,NA,NA,NA,NA,NA
1980,TTO,Trinidad & Tob.,4.89,5.38,5.42,4.5,2.69,6.47
1980,TUN,Tunisia,4.71,4.19,4.92,6.18,3.59,4.7
1980,TUR,Turkey,3.72,4.4,5.57,0.78,3.43,4.41
1980,TWN,Taiwan,6.35,4.96,7.83,8.05,6.47,4.46
1980,TZA,Tanzania,4.41,5.83,6.13,4.11,1.62,4.35
1980,UGA,Uganda,2.79,NA,2.76,1.04,2.64,4.72
1980,UKR,Ukraine,NA,NA,NA,NA,NA,NA
1980,URY,Uruguay,6.33,7.82,5.61,4.18,8.02,6.0
1980,USA,United States,8.07,5.17,8.35,9.22,8.97,8.63
1980,VEN,Venezuela,6.72,6.29,6.22,7.4,8.67,5.04
1980,VNM,Vietnam,NA,NA,NA,NA,NA,NA
1980,YEM,"Yemen, Rep.",NA,NA,NA,NA,NA,NA
1980,ZAF,South Africa,5.84,5.97,6.18,5.29,6.49,5.3
1980,ZMB,Zambia,4.73,2.56,6.09,6.26,3.47,5.26
1980,ZWE,Zimbabwe,4.8,6.9,2.97,6.35,3.48,4.28
1975,AGO,Angola,NA,NA,NA,NA,NA,NA
1975,ALB,Albania,NA,NA,NA,NA,NA,NA
1975,ARE,Unit. Arab Em.,NA,5.82,NA,8.1,10.0,NA
1975,ARG,Argentina,3.15,5.63,1.58,2.5,0.9,5.14
1975,ARM,Armenia,NA,NA,NA,NA,NA,NA
1975,AUS,Australia,6.06,4.71,5.07,8.47,6.21,5.85
1975,AUT,Austria,6.04,3.91,NA,8.04,6.63,5.59
1975,AZE,Azerbaijan,NA,NA,NA,NA,NA,NA
1975,BDI,Burundi,3.97,4.24,NA,5.56,0.89,5.2
1975,BEL,Belgium,7.08,3.99,7.36,9.01,9.69,5.33
1975,BEN,Benin,NA,5.5,NA,5.41,4.49,NA
1975,BFA,Burkina Faso,NA,NA,NA,NA,NA,NA
1975,BGD,Bangladesh,3.29,5.0,NA,1.96,1.58,4.62
1975,BGR,Bulgaria,NA,NA,NA,NA,NA,NA
1975,BHR,Bahrain,NA,5.0,NA,7.76,NA,7.16
1975,BHS,Bahamas,6.43,8.4,NA,6.54,3.78,7.01
1975,BIH,Bosnia and Herzegovina,NA,NA,NA,NA,NA,NA
1975,BLZ,Belize,NA,5.47,NA,6.65,NA,NA
1975,BOL,Bolivia,NA,7.7,NA,6.39,5.02,NA
1975,BRA,Brazil,4.43,5.35,5.4,4.0,2.13,5.25
1975,BRB,Barbados,5.67,5.85,NA,5.63,4.36,6.85
1975,BRN,Brunei Darussalam,NA,NA,NA,NA,NA,NA
1975,BTN,Bhutan,NA,NA,NA,NA,NA,NA
1975,BWA,Botswana,NA,3.78,NA,4.4,NA,NA
1975,CAF,Central Afr. Rep.,NA,5.48,NA,5.58,NA,NA
1975,CAN,Canada,7.2,5.23,5.84,8.75,8.49,7.67
1975,CHE,Switzerland,7.49,6.88,8.35,9.52,6.75,5.97
1975,CHL,Chile,3.42,3.96,3.87,0.0,4.71,4.57
1975,CHN,China,NA,NA,NA,6.56,NA,3.23
1975,CIV,Cote d'Ivoire,NA,3.65,NA,5.92,NA,NA
1975,CMR,Cameroon,NA,5.88,NA,6.55,3.56,NA
1975,COD,"Congo, Dem. R.",3.92,4.92,NA,5.81,0.67,4.28
1975,COG,"Congo, Rep. Of",NA,3.9,NA,6.67,5.33,NA
1975,COL,Colombia,4.62,6.96,3.33,5.12,3.09,NA
1975,CPV,Cape Verde,NA,NA,NA,NA,NA,NA
1975,CRI,Costa Rica,6.7,6.66,NA,7.38,5.49,7.28
1975,CYP,Cyprus,6.04,6.72,NA,5.24,5.49,6.7
1975,CZE,Czech Rep.,NA,NA,NA,NA,NA,NA
1975,DEU,Germany,6.76,3.79,6.6,9.32,8.96,5.15
1975,DNK,Denmark,6.09,3.63,6.16,6.24,7.87,6.53
1975,DOM,Dominican Rep.,NA,5.72,NA,5.57,2.13,NA
1975,DZA,Algeria,NA,6.4,3.33,4.72,NA,NA
1975,ECU,Ecuador,5.37,5.14,3.87,7.43,5.02,NA
1975,EGY,Egypt,3.85,2.92,3.33,5.87,3.27,NA
1975,ESP,Spain,5.97,6.81,5.07,5.73,6.21,6.02
1975,EST,Estonia,NA,NA,NA,NA,NA,NA
1975,ETH,Ethiopia,NA,NA,NA,NA,NA,NA
1975,FIN,Finland,6.05,5.29,4.96,6.8,6.65,6.55
1975,FJI,Fiji,5.27,5.49,NA,4.98,5.73,4.87
1975,FRA,France,5.86,4.63,4.86,6.26,6.96,6.61
1975,GAB,Gabon,NA,3.66,NA,3.73,4.71,NA
1975,GBR,United Kingdom,6.06,3.0,8.35,5.08,6.94,6.92
1975,GEO,Georgia,NA,NA,NA,NA,NA,NA
1975,GHA,Ghana,3.6,5.15,NA,3.99,0.0,5.25
1975,GIN,Guinea,NA,NA,NA,NA,NA,NA
1975,GMB,"Gambia, The",NA,NA,NA,NA,NA,NA
1975,GNB,Guinea-Bissau,NA,NA,NA,5.79,NA,NA
1975,GRC,Greece,5.82,6.79,5.4,6.91,6.43,3.58
1975,GTM,Guatemala,7.24,8.83,NA,6.84,6.42,6.87
1975,GUY,Guyana,NA,NA,NA,4.52,NA,NA
1975,HKG,Hong Kong,8.42,9.17,6.6,9.16,9.92,7.25
1975,HND,Honduras,NA,7.68,NA,8.83,6.16,NA
1975,HRV,Croatia,NA,NA,NA,NA,NA,NA
1975,HTI,Haiti,NA,9.46,NA,7.28,4.6,NA
1975,HUN,Hungary,NA,3.68,NA,6.04,NA,NA
1975,IDN,Indonesia,4.9,6.48,3.66,6.57,4.47,3.31
1975,IND,India,4.33,4.88,2.35,6.39,2.78,5.24
1975,IRL,Ireland,5.96,3.66,6.38,5.7,7.49,6.55
1975,IRN,Iran,5.82,4.73,4.42,6.75,7.4,NA
1975,ISL,Iceland,4.53,6.92,4.96,3.25,2.2,5.29
1975,ISR,Israel,4.06,2.66,6.16,5.37,2.22,3.86
1975,ITA,Italy,5.37,5.15,3.87,5.68,7.33,4.81
1975,JAM,Jamaica,NA,4.4,NA,4.58,4.98,NA
1975,JOR,Jordan,4.83,1.53,NA,5.65,5.76,6.4
1975,JPN,Japan,6.83,6.17,6.16,7.52,6.82,7.49
1975,KAZ,Kazakhstan,NA,NA,NA,NA,NA,NA
1975,KEN,Kenya,4.8,4.23,3.66,5.73,4.91,5.47
1975,KGZ,Kyrgyz Republic,NA,NA,NA,NA,NA,NA
1975,KHM,Cambodia,NA,NA,NA,NA,NA,NA
1975,KOR,"Korea, South",5.29,6.6,4.86,4.56,5.84,4.58
1975,KWT,Kuwait,NA,NA,NA,6.4,NA,5.14
1975,LAO,Laos,NA,NA,NA,NA,NA,NA
1975,LBN,Lebanon,NA,NA,NA,NA,NA,NA
1975,LBR,Liberia,NA,NA,NA,NA,NA,NA
1975,LBY,Libya,NA,NA,NA,NA,NA,NA
1975,LKA,Sri Lanka,NA,6.24,NA,6.28,0.87,NA
1975,LSO,Lesotho,NA,NA,NA,NA,NA,NA
1975,LTU,Lithuania,NA,NA,NA,NA,NA,NA
1975,LUX,Luxembourg,8.48,NA,8.35,9.0,9.69,6.9
1975,LVA,Latvia,NA,NA,NA,NA,NA,NA
1975,MAR,Morocco,5.14,5.67,3.33,6.09,5.47,NA
1975,MDA,Moldova,NA,NA,NA,NA,NA,NA
1975,MDG,Madagascar,NA,4.24,NA,6.23,2.07,NA
1975,MEX,Mexico,5.73,6.08,4.09,8.13,5.58,4.77
1975,MKD,Macedonia,NA,NA,NA,NA,NA,NA
1975,MLI,Mali,5.81,9.17,NA,4.88,3.07,6.13
1975,MLT,Malta,NA,4.63,NA,6.77,5.98,NA
1975,MMR,Myanmar,NA,NA,NA,3.75,0.0,3.43
1975,MNE,Montenegro,NA,NA,NA,NA,NA,NA
1975,MNG,Mongolia,NA,NA,NA,NA,NA,NA
1975,MOZ,Mozambique,NA,NA,NA,NA,NA,NA
1975,MRT,Mauritania,NA,NA,NA,NA,NA,NA
1975,MUS,Mauritius,5.21,7.87,NA,3.87,2.62,6.48
1975,MWI,Malawi,5.12,4.16,NA,6.1,4.62,5.61
1975,MYS,Malaysia,6.16,5.28,4.64,7.32,7.16,6.39
1975,NAM,Namibia,NA,NA,NA,NA,NA,NA
1975,NER,Niger,5.56,6.25,NA,4.96,5.04,5.99
1975,NGA,Nigeria,3.88,5.12,3.66,3.47,2.33,4.82
1975,NIC,Nicaragua,NA,8.56,NA,8.51,5.84,NA
1975,NLD,Netherlands,6.6,4.35,6.38,9.14,7.88,5.28
1975,NOR,Norway,5.57,3.06,5.4,6.4,6.93,6.09
1975,NPL,Nepal,NA,6.64,NA,4.51,2.02,NA
1975,NZL,New Zealand,5.77,4.41,5.07,5.9,7.1,6.35
1975,OMN,Oman,NA,5.42,NA,6.03,NA,NA
1975,PAK,Pakistan,3.54,4.7,1.58,5.21,2.87,3.35
1975,PAN,Panama,7.32,4.85,NA,8.91,8.62,6.91
1975,PER,Peru,3.55,6.29,1.15,4.87,1.89,NA
1975,PHL,Philippines,5.11,7.09,3.87,5.59,3.51,5.48
1975,PNG,Pap. New Guinea,NA,NA,NA,5.69,NA,NA
1975,POL,Poland,NA,4.59,NA,7.85,NA,NA
1975,PRT,Portugal,3.8,4.35,1.36,5.58,3.51,4.22
1975,PRY,Paraguay,NA,8.7,NA,8.29,5.51,NA
1975,QAT,Qatar,NA,NA,NA,NA,NA,NA
1975,ROU,Romania,NA,NA,NA,4.92,NA,2.47
1975,RUS,Russia,NA,1.49,NA,5.97,NA,2.47
1975,RWA,Rwanda,3.2,5.52,NA,1.95,0.33,4.99
1975,SAU,Saudi Arabia,NA,NA,NA,NA,NA,NA
1975,SEN,Senegal,NA,8.22,NA,5.68,4.6,NA
1975,SGP,Singapore,7.01,6.78,6.6,6.64,9.2,5.82
1975,SLE,Sierra Leone,4.93,7.33,NA,5.76,1.02,5.61
1975,SLV,El Salvador,NA,7.81,NA,5.99,4.58,NA
1975,SRB,Serbia,NA,NA,NA,NA,NA,NA
1975,SUR,Suriname,NA,NA,NA,NA,NA,NA
1975,SVK,Slovak Rep,NA,NA,NA,NA,NA,NA
